Category,PTG,PT,Required,Optional,ConRequ
Home,All Novelty Lighting & Light Accessories,Under-Cabinet Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Brightness|Color Temperature|Color Temperature Description|Damp Rating|Fixture Finish|Housing Material|Light Bulb Color|Mounting Method|Power Type|Recommended Use|Volts|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style,Cord Length
Home,All Novelty Lighting & Light Accessories,Pool Table Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Fixture Finish|Housing Material|Light Bulb Type|Maximum Height|Maximum Total Wattage|Number of Lights|Power Type|Shade Style|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style|Pattern|Text|Theme,Cord Length|Glass Style|Light Bulb Base Code|Shade Color|Shade Material
Home,All Novelty Lighting & Light Accessories,Lighting,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type||Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team,Light Bulb Spacing
Home,All Outdoor Lighting & Light Fixtures,Light Outdoor Lamp Posts,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type||Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team,Cord Length|Installation Type|Maximum Total Wattage|Number of Tips|Power Options
Home,All Outdoor Lighting & Light Fixtures,Deck Lights,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Brightness|Color Temperature|Color Temperature Description|Fixture Finish|Has Lens|Housing Material|Lamp Type|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Home Decor Style,Cord Length|Lens Material|Lens Type|Volts
Home,All Outdoor Lighting & Light Fixtures,Flood & Security Lights,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Beam Angle|Brightness|Certifications|Color Temperature|Color Temperature Description|Equivalent Wattage|Fixture Finish|Flood and Security Light Type|Number of Lights|Recommended Use|Watts|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team,Cord Length|Maximum Detection Range|Volts
Home,All Outdoor Lighting & Light Fixtures,Landscape & Walkway Lights,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Brightness|Color Temperature|Color Temperature Description|Equivalent Wattage|Fixture Finish|Housing Material|Landscape and Walkway Light Type|Piece Count|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Home Decor Style,Cord Length|Volts
Home,All Outdoor Lighting & Light Fixtures,Outdoor Lamp Posts,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Color Temperature|Color Temperature Description|Fixture Finish|Housing Material|Number of Lights|Outdoor Lamp Post Type|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Home Decor Style,Cord Length|Light Bulb Base Code
Home,All Outdoor Lighting & Light Fixtures,Outdoor Lamps,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Brightness|Certifications|Color Temperature|Color Temperature Description|Equivalent Wattage|Fixture Finish|Housing Material|Shade Style|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Character|Home Decor Style|Pattern|Theme,Cord Length|Glass Style|Shade Color|Shade Material|Volts
Home,All Outdoor Lighting & Light Fixtures,Outdoor Light Holders & Ground,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Color Temperature Description|Material|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Home Decor Style,Cord Length
Home,All Outdoor Lighting & Light Fixtures,Patio Umbrella Lights,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Color Temperature Description|Number of Lights|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team|Number of Umbrella Ribs,Cord Length|Volts
Home,All Outdoor Lighting & Light Fixtures,Pool & Underwater Lighting,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Weight|Pool and Underwater Lighting Type|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team,Cord Length
Home,All Outdoor Lighting & Light Fixtures,Outdoor Light Holders & Ground Stakes,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Outdoor Light Holder and Ground Stake Type|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team,Cord Length
Home,All Outdoor Lighting & Light Fixtures,Landscape & Walkway LightsOutdoor Lamps,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Count|Light Bulb Type|Main Image URL|Model|Power Type|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Watts|Product Secondary Image URL,Features|General Standards and Certifications|Occasion|Product Line|Sports League|Sports Team,Cord Length
Home,Artifical Plant Decor,Artificial Fruits & Vegetables,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Correct Product Name|Count|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Retail Packaging|Artificial Fruit and Vegetable Type|Material|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Theme,Fruit Type|Vegetable Type
Home,Artifical Plant Decor,Artificial Flowers,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Correct Product Name|Count|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Retail Packaging|Artificial Plant and Flower Type|Body Material|Flower Color|Plant Container|Plant Height|Plant Name|Recommended Location|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Theme,Container Material|Finish
Home,Artifical Plant Decor,Artificial Topiaries,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Correct Product Name|Count|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Retail Packaging|Assembled Product Weight|Assembled Product Weight UOM|Body Material|Plant Container|Plant Name|Recommended Location|Shape|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Theme,Container Material|Finish
Home,Artifical Plant Decor,Artificial Trees,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Correct Product Name|Count|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Retail Packaging|Assembled Product Weight|Assembled Product Weight UOM|Body Material|Plant Container|Recommended Location|Tree Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Theme,Container Material|Finish
Home,Artifical Plant Decor,Artificial Plants,Assembled Product Height|Assembled Product Length|Assembled Product Width|Brand|Color Category|Correct Product Name|Count|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Retail Packaging|Body Material|Plant Container|Plant Height|Plant Name|Recommended Location|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Theme,Container Material|Finish
Home,Bakeware,Pie Crust Shields,Brand|Color Category|Correct Product Name|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Adjustable|Count|Diameter|Disposable|Material|is Nonstick|Retail Packaging|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team,
Home,Bakeware,Baking Cups,Brand|Color Category|Correct Product Name|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Baking Cup Type|Count|Material|is Nonstick|Retail Packaging|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Character|Pattern|Theme,
Home,Bakeware,Baking Dishes & Casseroles,Brand|Color Category|Correct Product Name|Main Image URL|Product Long Description|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Baking Dish and Casserole Type|Count|Material|Retail Packaging|Shape|Volume Capacity|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Character|Pattern|Theme,
